full_name,age,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Adama Mbengue,26,World Cup,2018,Midfielder,Senegal,0,0,0,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Serigne Modou Kara Mbodji,30,World Cup,2018,Midfielder,Senegal,0,0,0,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Moussa Sow,34,World Cup,2018,Forward,Senegal,0,0,0,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Diafra Sakho,30,World Cup,2018,Forward,Senegal,4,4,0,Senegal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,-1,-1,7
Papa Alioune N'Diaye,29,World Cup,2018,Midfielder,Senegal,81,0,81,Senegal,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2.22,41,81,0,0,0,-1,-1,-1,6
Keita Baldac Diao,25,World Cup,2018,Forward,Senegal,80,80,0,Senegal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.13,80,80,0,0,0,-1,-1,-1,5
Lamine Gassama,30,World Cup,2018,Defender,Senegal,90,90,0,Senegal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,18
Alfred Gomis,26,World Cup,2018,Goalkeeper,Senegal,0,0,0,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Saeid Ezatolahi Afagh,23,World Cup,2018,Midfielder,Iran,166,166,0,Iran,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.08,83,83,0,0,0,-1,-1,-1,16
Frederico Rodrigues Santos,27,World Cup,2018,Midfielder,Brazil,0,0,0,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Thomas Vermaelen,34,World Cup,2018,Defender,Belgium,132,51,81,Belgium,3,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,-1,-1,-1,11
Vincent Kompany,33,World Cup,2018,Defender,Belgium,376,180,196,Belgium,5,2,2,0,0,0,0,0,0,0,0,2,1,1,4,2,2,0,0,0,0,0,0,0,0,0.96,94,75,0,0,0,70,65,38,21
Jonas Hector,29,World Cup,2018,Defender,Germany,165,87,78,Germany,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.55,165,83,0,0,0,-1,-1,-1,20
Victor Nilsson Lindelof,25,World Cup,2018,Defender,Sweden,360,180,180,Sweden,4,2,2,0,0,0,0,0,0,0,0,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0.75,120,90,0,0,0,146,146,22,19
